--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
resize_line_chatwin1000/data130_double2_double.jpg	[23:07] 71삐 평지 교우 (에코 다리나벌려라 씝	0.0039
resize_line_chatwin1000/data130_double3_double.jpg	[23:57] 뼈지고우 (에코 오빠손잡고 씝 	0.0746
resize_line_chatwin1000/data130_double4_double.jpg	, [ss5 적발 소라카님끼끼 쎄지꼬우 에요님게 퇴로 씝	0.0000
resize_line_chatwin1000/data130_double5_double.jpg	( [s46 적발 소라카님이기 비지고우 (에모님게 (트르 졷	0.0000
resize_line_chatwin1000/data130_double6_double.jpg	[22:56: 적 씨사카님이끼 (지지우 시에크넘게 할라	0.0000
resize_line_chatwin1000/data130_double7_double.jpg	^ [09:33] 끼 빼지괴우 (에북 핑o어지 고	0.0000
resize_line_chatwin1000/data130_double_double.jpg	[23:5 적벌 소라가님이기 (비지지우 시에크님에 탓각	0.0021
resize_line_chatwin1000/data131_double2_double.jpg	[40:01] 전체 등글동놈구르이 (에료 미셀 씺	0.0005
resize_line_chatwin1000/data131_double3_double.jpg	[41:09] 듣뇸 젗 시케인 넘을 모저히 먹	0.0029
resize_line_chatwin1000/data131_double4_double.jpg	[41:03] 서듯의 팔금뒤집개 (오리아나 냄	0.0131
resize_line_chatwin1000/data131_double5_double.jpg	[41이 ]c제 돋               	0.0455
resize_line_chatwin1000/data131_double6_double.jpg	[40:44] 전체키 등글듯놈구르미 (에코 빨리 밑	0.0018
resize_line_chatwin1000/data131_double7_double.jpg	[40:06] saidi to me (카밀): 작수잡아 쎅	0.0313
resize_line_chatwin1000/data131_double8_double.jpg	[40:10] 전체이 등글 동글구르미 (에코 에고 나가마	0.0253
resize_line_chatwin1000/data131_double9_double.jpg	[40:10] 박준해 님 (세나 그럼 작수하섹 쎅	0.0038
resize_line_chatwin1000/data131_double10_double.jpg	[40:57] (진체이 좉 잔시키인 (오떠떠문에 	0.0001
resize_line_chatwin1000/data131_double11_double.jpg	[39:51] 등글듯놈구르미 (에료 고아잖아 씝	0.0781
resize_line_chatwin1000/data131_double12_double.jpg	* [40:06] 전체끼 said to-me (카밀): 졎	0.0002
resize_line_chatwin1000/data131_double13_double.jpg	[40:04] 전체 당글동잡구르미 에에료 안막음	0.0149
resize_line_chatwin1000/data131_double14_double.jpg	[39:44] said tom (카밀) 짝수지 세나야	0.0584
resize_line_chatwin1000/data131_double_double.jpg	[40:30] 전체 뒤글동금구르미 에로 나갈 	0.0012
resize_line_chatwin1000/data132_double2_double.jpg	[17:13] f리놀토 (모데카이제 님이 적 	0.1514
resize_line_chatwin1000/data132_double3_double.jpg	017: f늘토 모데카이저넘 적이 사리것다고 알릴	0.0010
resize_line_chatwin1000/data132_double4_double.jpg	[17:13] f어놀토 (모데카이저 님이 적 	0.0421
resize_line_chatwin1000/data132_double5_double.jpg	[17:05] fo놀토 (모데카이저 님이 우 	0.1212
resize_line_chatwin1000/data132_double6_double.jpg	[17:00] vrasill (카이사: 부모교육 못받은터	0.2170
resize_line_chatwin1000/data132_double7_double.jpg	[17:02] uraill (카이사 써렌 이 	0.1556
resize_line_chatwin1000/data132_double8_double.jpg	[ [07:24] urasil (카이사): 예성에서처나지 꼬말고 쎅	0.0000
resize_line_chatwin1000/data132_double9_double.jpg	, )) 4 pyw 4             	0.0012
resize_line_chatwin1000/data132_double10_double.jpg	[17:09] urasill (카이사): 부모부터 ^	0.4237
resize_line_chatwin1000/data132_double11_double.jpg	u72 아주어먹척걸 (걸러수 타쿄다      	0.0000
resize_line_chatwin1000/data132_double12_double.jpg	[7711 urasil (카이사) 검하 라  	0.3197
resize_line_chatwin1000/data132_double13_double.jpg	[17:10] urasill (카이사) 차자교 씝	0.0093
resize_line_chatwin1000/data132_double14_double.jpg	[17:07] urasill (카이사): 제라스야	0.8111
resize_line_chatwin1000/data132_double15_double.jpg	[17:09] urasill (카이사) 잃어버린	0.7836
resize_line_chatwin1000/data132_double_double.jpg	[17:06] fo놀토 (모데카이저 님이 우 	0.5151
resize_line_chatwin1000/data133_double2_double.jpg	[04: 캐변토 우려카 얘이터거): 침활하라고 쎅	0.0000
resize_line_chatwin1000/data133_double3_double.jpg	시양용자의 대핵를 이제 문시합니다 (아물라기네)	0.0002
resize_line_chatwin1000/data133_double4_double.jpg	[06002 이런라분을 나 (알리스턴): 국었는데 씝	0.0002
resize_line_chatwin1000/data133_double5_double.jpg	[04:6] 이런리븐을 나알리스냐 (밝롯람 쎅	0.0001
resize_line_chatwin1000/data133_double6_double.jpg	아니이 카련툭 유려카 하이머테게 = 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 차단 ^ 	0.0000
resize_line_chatwin1000/data133_double7_double.jpg	[04:6 이벤리분 봤 (알리스타) 니어 미 	0.0091
resize_line_chatwin1000/data133_double8_double.jpg	[44i6 이런리븐을 나 (알리스타): 기근데 쎅	0.0023
resize_line_chatwin1000/data133_double9_double.jpg	(이쉑 키법투 앞런한 (서이6이: 알이이지 보이는	0.0000
resize_line_chatwin1000/data133_double10_double.jpg	[04:6] 쑤꾸쑤 꾸 (적스님이 가고 있  	0.1989
resize_line_chatwin1000/data133_double11_double.jpg	웃다4 de 국력하: (가이부가 나까끼) [58: 1구준은	0.0000
resize_line_chatwin1000/data133_double12_double.jpg	[도4 넘넘토 우레카 (어이데 (써면건 나 전식은에 (	0.0000
resize_line_chatwin1000/data133_double13_double.jpg	[46] 아탈거이이 (탁니냐나 나비테 시여건저전 쎅	0.0000
resize_line_chatwin1000/data133_double14_double.jpg	[05:01] 쑤꾸 쑤 꾸팏스 세대로해    	0.0296
resize_line_chatwin1000/data133_double15_double.jpg	[04221] 쑤 꾸쑤꾸꾸 (적스): 제대로해	0.0839
resize_line_chatwin1000/data133_double16_double.jpg	[04211] 쑤 꾸 쑤 꾸 (잭스      	0.1379
resize_line_chatwin1000/data133_double17_double.jpg	[05001] 쑤 꾸 쑤 꾸 (잭스): 아  	0.3076
resize_line_chatwin1000/data133_double18_double.jpg	[04:4] 아몰라기억 (트리스타나): 뭐함 ,	0.0048
resize_line_chatwin1000/data133_double19_double.jpg	젗 [40:00] 이련라로을 니알 (알리스야): 서월호타	0.0001
resize_line_chatwin1000/data133_double_double.jpg	[44:33] 아몰라기의 (트리스타나 알리가 나르었지 너	0.0335
resize_line_chatwin1000/data134_double2_double.jpg	[05:49] 뚜랍바 누두아 (에코) 막아보자 쎅	0.0314
resize_line_chatwin1000/data134_double3_double.jpg	[35:53] 뚜랍바두두아 (에코) 막아보자 쎅	0.0872
resize_line_chatwin1000/data134_double4_double.jpg	[05:52] 두랍바두두아 (에도 아니 억저기 주고 씝	0.0095
resize_line_chatwin1000/data134_double5_double.jpg	; [05:41] 뚜랍바 뚜두아 에로코 미니언 멀다	0.0030
resize_line_chatwin1000/data134_double6_double.jpg	` [55:46] 두랍바 두두아 (에코 뇌제기에서 씝	0.0068
resize_line_chatwin1000/data134_double_double.jpg	[55b22 적 발제저스님이 강각니구 아이명를 구입영습니다	0.0001
resize_line_chatwin1000/data135_double2_double.jpg	[1111 uai upreme (제드 우디르가 죶	0.0286
resize_line_chatwin1000/data135_double3_double.jpg	[12:03] usa suoreme (제드 온다니깐 쎅쎅	0.0415
resize_line_chatwin1000/data135_double4_double.jpg	[1211 ]ua supreme (제드) 아이디 삿냐 니네	0.2891
resize_line_chatwin1000/data135_double5_double.jpg	[12:35] uranill (카이사: 백만점쳐쳐으면 	0.0161
resize_line_chatwin1000/data135_double6_double.jpg	[12: urasil (카이사 늣이 키좃   	0.0012
resize_line_chatwin1000/data135_double7_double.jpg	[12:88 urasili (카이사사 알아야되는거아님	0.1139
resize_line_chatwin1000/data135_double8_double.jpg	[12:00] usa supreme (제드 도와말라고 죶	0.0673
resize_line_chatwin1000/data135_double9_double.jpg	[1230 usa nuprem (제드 판단력 없네 ^네	0.0474
resize_line_chatwin1000/data135_double10_double.jpg	[12:28] usa [50:en] (제드) 하	0.0426
resize_line_chatwin1000/data135_double11_double.jpg	[12:09] urasill (카이사) 시간버렸네	0.7460
resize_line_chatwin1000/data135_double12_double.jpg	[11:51] 아주대박보검 (엘리스닙이 가고 있음	0.1384
resize_line_chatwin1000/data135_double13_double.jpg	[14:11] [s1:46enie (제드 (하면 	0.0686
resize_line_chatwin1000/data135_double14_double.jpg	[11: urasil (카이사 우디르가오는거랑	0.1920
resize_line_chatwin1000/data135_double15_double.jpg	[12:18] urasil (카이사 니가   	0.7225
resize_line_chatwin1000/data135_double16_double.jpg	[12:06] urasill (카이사): e 	0.9486
resize_line_chatwin1000/data135_double17_double.jpg	' [12:21] urasill (카이사) 미니언쳐먹는거	0.1389
resize_line_chatwin1000/data135_double18_double.jpg	[02:20] urasiw (카이사 시간어디 다가갖다버림	0.0445
resize_line_chatwin1000/data135_double19_double.jpg	[11:19] urasill (카이사): 바틸쳐와서 ^	0.0210
resize_line_chatwin1000/data135_double_double.jpg	[12:26] vrasiw (카이사) 뭐가다른데 쎅	0.0096
resize_line_chatwin1000/data136_double2_double.jpg	[07:25] 이런리분을 나 (알리스타): 쟤엄다	0.1803
resize_line_chatwin1000/data136_double3_double.jpg	[07:27] 이런리분을 나 (알리스라 세업율움	0.0802
resize_line_chatwin1000/data136_double4_double.jpg	[07:24] 이련리븐을 나 리리스타 내가  	0.0396
resize_line_chatwin1000/data136_double5_double.jpg	[07:28] 이런리분을 나알리스타 죽임 씝 	0.1723
resize_line_chatwin1000/data136_double_double.jpg	| [03:50] 이런리분나 (알리스타님이 제어	0.2049
resize_line_chatwin1000/data137_double2_double.jpg	(해이다 (텐들 나라하에 (어당): 이다 띠원표라	0.0000
resize_line_chatwin1000/data137_double3_double.jpg	[71:3게: (성투 (카하에 (야터이: (해봐하 아니니가 빠러	0.0000
resize_line_chatwin1000/data137_double4_double.jpg	[08:36] 이런리 분을분나 (알리스타) 사망보험금복	0.0002
resize_line_chatwin1000/data137_double5_double.jpg	[07:10] 두루리 (나서소) 너명이니해봄 	0.2133
resize_line_chatwin1000/data137_double_double.jpg	[아니이기 런리분을 나알리스타): 하딩어이 쎅	0.0042
resize_line_chatwin1000/data138_double2_double.jpg	[03:09] aveng uono xi이즈리얼 (새기분 어중에	0.0005
resize_line_chatwin1000/data138_double3_double.jpg	[12:56] maeng joon y (이즈리얼) 미니언 	0.1720
resize_line_chatwin1000/data138_double4_double.jpg	[14: 0니야야): 이아니 (요네): 자려 죶	0.0007
resize_line_chatwin1000/data138_double5_double.jpg	[12:25] maeng joon yi (이즈리얼 너는	0.4844
resize_line_chatwin1000/data138_double6_double.jpg	[13:01 maeng jon y (이즈리얼 씨z=	0.0112
resize_line_chatwin1000/data138_double7_double.jpg	[13:00] maeng jonn yi (이즈리얼 니가절못해 )	0.0226
resize_line_chatwin1000/data138_double8_double.jpg	[12:00] u니ve monfruv (요네 정신좀 씝	0.0011
resize_line_chatwin1000/data138_double9_double.jpg	[18:56] maenj joon y (이즈리얼 니가 잘하는게 뭐야	0.0536
resize_line_chatwin1000/data138_double10_double.jpg	[12:44] maeng joon yi (이즈리얼 진짜	0.8216
resize_line_chatwin1000/data138_double_double.jpg	[12:52] maeng joon yi (이즈리얼) 어휴 =	0.1658
resize_line_chatwin1000/data139_double_double.jpg	(08:10] 청모드여 리산타레님이 위흥 신뢰를 보셰 쎅	0.0000
resize_line_chatwin1000/data140_double2_double.jpg	[03:17] 초모드여 리산드라님이 위창 신회를 브닐 죶	0.0000
resize_line_chatwin1000/data140_double3_double.jpg	[09:00] 정모드여 미미드 씨이 적이 적라갔다고 살릴	0.0000
resize_line_chatwin1000/data140_double4_double.jpg	(애니비 청모드여 리산드라님이 젖이 사라짓다고 알	0.0019
resize_line_chatwin1000/data140_double5_double.jpg	n08미미 창모도여 리산드라닐이 적이 사라갔다고 알칼	0.0029
resize_line_chatwin1000/data140_double6_double.jpg	[01:42] 유리나르말이 사랑 아르 브다카 순간이동 졷	0.0000
resize_line_chatwin1000/data140_double7_double.jpg	w계6야5 두의는 밑지다라 이이리업닐끼 적이 사카쳤다고	0.0000
resize_line_chatwin1000/data140_double_double.jpg	[04:0] 우리나르맞이사 사르 브라음 순것이동 졷	0.0000
resize_line_chatwin1000/data141_double2_double.jpg	[01:a therflet king 피와와님이 적을 시라스님게 트리	0.0008
resize_line_chatwin1000/data141_double3_double.jpg	)00:e tre faek ming 띠요라님이 적이 사라라다 얼람 	0.0000
resize_line_chatwin1000/data141_double4_double.jpg	[00:7] 받장 조이는이 적이 사라갔다고 알람 	0.0002
resize_line_chatwin1000/data141_double5_double.jpg	valau] 먹수말을게 flam서a 의국 똑탄하이 여부부	0.0000
resize_line_chatwin1000/data141_double6_double.jpg	쫒휴 휘 휘 죶                 	0.0095
resize_line_chatwin1000/data141_double7_double.jpg	[1044 몽 환 짱 조이)모         	0.1149
resize_line_chatwin1000/data141_double8_double.jpg	[01] * 환 짬 즈이 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락 가락	0.0000
resize_line_chatwin1000/data141_double9_double.jpg	[1pa 몽 봔 짱 (즈이)부 부       	0.0142
resize_line_chatwin1000/data141_double10_double.jpg	[10:12] 몽 환 짱 (즈이 픔쎅     	0.1035
resize_line_chatwin1000/data141_double11_double.jpg	[10111 통 롼 짱 조이 제라스      	0.0238
resize_line_chatwin1000/data141_double12_double.jpg	[19: 통 탄 짱 조이 이쓴부임       	0.0017
resize_line_chatwin1000/data141_double_double.jpg	[22:45 되심 되털을지 카카이사님 지원 요철을 보는 	0.0000
resize_line_chatwin1000/data143_double_double.jpg	[03:01] 지어의이 세세시구 구계기가 소그다 쳐먹려	0.0000
resize_line_chatwin1000/data144_double2_double.jpg	[07:01] 전체이 미드노에 싀례쉬 (키밀 z니못하네 	0.0012
resize_line_chatwin1000/data144_double3_double.jpg	[07:0]] (전체 리쌍 감성 (베인) 다 이방이다 	0.0491
resize_line_chatwin1000/data144_double4_double.jpg	[06:57] 인터섹식 (키밀 님이 적이 사라것다고 알릴 	0.0607
resize_line_chatwin1000/data144_double5_double.jpg	[07:48] 전체 인야석션 (카밀): 이간질 시키스)	0.0121
resize_line_chatwin1000/data144_double6_double.jpg	[07:31] 전체고 미드노애 (쓰레쉬 : 보봐도악	0.0052
resize_line_chatwin1000/data144_double7_double.jpg	[0o: tvaco (니코 제라스 올리팟 = 	0.0175
resize_line_chatwin1000/data144_double8_double.jpg	[07o5 이진게 쌍n: 갈a어 근예 너라서 (것다 `겼다 `겼다 `겼다 `겼다 `겼다 `겼다	0.0000
resize_line_chatwin1000/data144_double9_double.jpg	[07:8] (전체 인터섹선 (카밀) 쓰레쉬 	0.1192
resize_line_chatwin1000/data144_double10_double.jpg	[07: [37 똥구녀서은 (카럼)지 지트자 던섹다 던쎅	0.0000
resize_line_chatwin1000/data144_double11_double.jpg	[07:40] 세전 iardo 니코 저라스 리좃좀 졷	0.0000
resize_line_chatwin1000/data144_double12_double.jpg	[07:32] (전체 인터섹선 (카일): 0]	0.0860
resize_line_chatwin1000/data144_double13_double.jpg	젗08이 전체 tako 니코분 (케 카카카키키 클상	0.0000
--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
--------------------------------------------------------------------------------
resize_line_chatwin1000/data144_double14_double.jpg	[07:14] 전체 인데섹선 (카밀) >   	0.0056
resize_line_chatwin1000/data144_double15_double.jpg	[07:57] (전체 인터섹션 (카밀):   	0.6852
resize_line_chatwin1000/data144_double16_double.jpg	[07:20] (체 미드노에 쓰레쉬이 니가 제라스 욕코것지	0.0241
resize_line_chatwin1000/data144_double17_double.jpg	[07:56] (전체 인터섹션 (카밀): 찌 	0.1465
resize_line_chatwin1000/data144_double18_double.jpg	[07:0u] 전체 tanda 니코 쓰레쉬 그렇게 이기고살냐	0.0001
resize_line_chatwin1000/data144_double19_double.jpg	[07:33] 건전체 인터섹션 (카밀): 4계	0.0378
resize_line_chatwin1000/data144_double20_double.jpg	[04: 전체 안터석선 (카밀 버러지가 눗  	0.0211
resize_line_chatwin1000/data144_double_double.jpg	씨 니씨끼 더니                 	0.0001
resize_line_chatwin1000/data145_double2_double.jpg	[0043적 발 제라스 님이 사라갔다고 알림 	0.0143
resize_line_chatwin1000/data145_double3_double.jpg	[01:01] 인터섹션 (카밀) 노노     	0.5086
resize_line_chatwin1000/data145_double4_double.jpg	[11:00] 인터섹션 (카밀) 티모     	0.4781
resize_line_chatwin1000/data145_double5_double.jpg	[01:8] tamo (니코 핑쳐찍어     	0.2041
resize_line_chatwin1000/data145_double6_double.jpg	(0005 적당히 하하세 (이즈리얼 ;    	0.0388
resize_line_chatwin1000/data145_double7_double.jpg	[0106] taxoa 니쿄 왜        	0.3418
resize_line_chatwin1000/data145_double8_double.jpg	[00:54] 인터섹선 (카밀) 헤카립님   	0.5858
resize_line_chatwin1000/data145_double9_double.jpg	[ [07: 인터석년 (카밀) 합베인 카운터 린지 아심이	0.0063
resize_line_chatwin1000/data145_double10_double.jpg	[01:09] 인터석년 (카골) 초반에만 졷 많이 의주설	0.0017
resize_line_chatwin1000/data145_double_double.jpg	[01:08] 인터섹션 (카밀): 바로 갱임 	0.2079
resize_line_chatwin1000/data146_double2_double.jpg	[20:30] 쇼체고이 e44fu (잭스 모든활이여는	0.0001
resize_line_chatwin1000/data146_double3_double.jpg	[49:0신 츈 (카타리나 그들스터 생죤 쎅 	0.0014
resize_line_chatwin1000/data146_double4_double.jpg	[20:1신 춘 (카타리냐) 피들스틱 내생존 죳	0.0051
resize_line_chatwin1000/data146_double5_double.jpg	[20:56] 전제 신 춘 (카타리나 안막을게	0.1147
resize_line_chatwin1000/data146_double6_double.jpg	[20:07] (카시 [트이다 는사 (타트록스) 정들	0.0002
resize_line_chatwin1000/data146_double7_double.jpg	[20:49] 전치이산 (카하리냐 그냥 정글이	0.0075
resize_line_chatwin1000/data146_double8_double.jpg	[20:1신 춘 (카타리나) 피들스틱 언생존 죶	0.0209
resize_line_chatwin1000/data146_double9_double.jpg	[15:5 ]체에 춘 (카티리나) 서랜 되안봤8	0.0003
resize_line_chatwin1000/data146_double10_double.jpg	( [04: [] 사현드든 당나이 역겁네 르 	0.0001
resize_line_chatwin1000/data146_double11_double.jpg	[20: 신 춘 (카티나):피피피 언생존 졷 	0.0002
resize_line_chatwin1000/data146_double12_double.jpg	[29:17] [1끼 이wef eavfiv (섹식 나만나면 쎅	0.0000
resize_line_chatwin1000/data146_double13_double.jpg	[00:00] 젓3이 춘 (카타리나) 서런란줄알았는대	0.0002
resize_line_chatwin1000/data146_double14_double.jpg	[40:00] 미처 쳐복이다 씨싸랄 (트록트스	0.0000
resize_line_chatwin1000/data146_double15_double.jpg	[09: (조제 신 춘 (카타리나): 밀어주설 씺	0.0001
resize_line_chatwin1000/data146_double16_double.jpg	선판 해같 니데                 	0.0836
resize_line_chatwin1000/data146_double17_double.jpg	[ 004] [3처 mite [사끼 (    	0.0000
resize_line_chatwin1000/data146_double_double.jpg	[20:6신 춘 (카타리나) 피들스틱 생존 죳	0.0391
resize_line_chatwin1000/data147_double2_double.jpg	[07:36] 적 제 정라스님이 적이 사라겠다고 알릴	0.0317
resize_line_chatwin1000/data147_double3_double.jpg	[07:00] 제꼬삼 (판테온): 뭐하냐   	0.1144
resize_line_chatwin1000/data147_double4_double.jpg	[07:88] 제꼬삼 (판테온): ,     	0.2722
resize_line_chatwin1000/data147_double5_double.jpg	[07:29] 제꼬삼 (판테온 인더      	0.1879
resize_line_chatwin1000/data147_double6_double.jpg	( [01:0이 니들트 (소려얼쇠 차타스할매 위안부 쇅	0.0000
resize_line_chatwin1000/data147_double7_double.jpg	[07:27] 제꼬살 (판테온): 이아니   	0.1818
resize_line_chatwin1000/data147_double8_double.jpg	(07:55] 미틀 괴물쥐 (이즈리얼): 처벌레일 	0.1137
